A,0,-0.5470751,-3.6499605,-7.819463,3
A,10000000,-0.45968673,-4.346673,-8.674192,3
A,20000000,-0.45848963,-4.429273,-8.713697,3
A,30000000,-0.4441244,-4.4184995,-8.742428,3
A,40000000,-0.45609543,-4.3861775,-8.7771435,3
A,50000000,-0.45010993,-4.2940006,-8.844181,3
A,60000000,-0.4345476,-4.209007,-8.832211,3
A,70000000,-0.4417302,-4.1814733,-8.791509,3
A,80000000,-0.45968673,-4.2880154,-8.750807,3
A,90000000,-0.45370123,-4.3514614,-8.726865,3
A,100000000,-0.4285621,-4.3634324,-8.76996,3
A,110000000,-0.4261679,-4.370615,-8.796297,3
A,120000000,-0.4309563,-4.355053,-8.804677,3
A,130000000,-0.4405331,-4.3358994,-8.825027,3
A,140000000,-0.4177882,-4.295198,-8.784326,3
A,150000000,-0.40701428,-4.367024,-8.781932,3
A,320000000,-0.45489833,-4.2916064,-8.797494,3
A,330000000,-0.4321534,-4.309563,-8.773552,3
A,340000000,-0.4261679,-4.344279,-8.807071,3
A,350000000,-0.41180268,-4.3394904,-8.77834,3
A,1060000000,-0.4429273,-4.297592,-8.804677,3
A,1070000000,-0.39145198,-4.2700586,-8.775947,3
A,1080000000,-0.40222588,-4.3239284,-8.735245,3
A,1090000000,-0.41060558,-4.3885717,-8.726865,3
A,1100000000,-0.40102878,-4.4280763,-8.7771435,3
A,1110000000,-0.39983168,-4.4280763,-8.790312,3
A,1120000000,-0.39863458,-4.394557,-8.797494,3
A,1130000000,-0.37828386,-4.367024,-8.763975,3
A,3002947291,-0.33039984,-4.2544966,-8.671799,3
A,3012947291,-0.36990416,-4.473566,-8.793902,3
M,3002947291,-2.3984375,18.737793,4.1972656,3
M,3012947291,-2.2485352,19.937012,3.897461,3
A,3022947291,-0.3842694,-4.4939165,-8.829816,3
A,3032947291,-0.36391866,-4.3526587,-8.748413,3
A,3742947291,-0.34835634,-4.2102036,-8.696938,3
A,3752947291,-0.35673606,-4.2221746,-8.689755,3
M,3742947291,-1.3491211,20.236816,4.0473633,3
M,3752947291,-1.1992188,19.937012,3.2978516,3
A,3762947291,-0.34596214,-4.2425256,-8.67539,3
A,3772947291,-0.33279404,-4.2784386,-8.690952,3
M,3762947291,-1.0493164,19.78711,3.7475586,3
M,3772947291,-1.1992188,19.637207,3.447754,3
G,3042947291,-0.011717909,-0.004527374,-0.007190535,3
G,3052947291,-0.004527374,-0.004261058,-0.0055926386,3
M,4500276561,-2.5483398,20.386719,4.1972656,3
M,4510276561,-2.0986328,19.78711,3.7475586,3
A,4520276561,-0.33039984,-4.19943,-8.813056,3
A,4530276561,-0.31244332,-4.226963,-8.798691,3
G,3802947291,0.0,7.9894834E-4,-0.006924219,3
G,3812947291,-0.0063915867,0.0010652645,-0.0061252704,3
M,5260276561,-2.2485352,18.887695,4.6469727,3
M,5270276561,-1.9487305,20.386719,3.897461,3
A,5280276561,-0.25498247,-4.331111,-8.780735,3
A,5290276561,-0.2657564,-4.253299,-8.763975,3
G,3822947291,-0.010652645,0.0018642128,-0.004527374,3
G,3832947291,-0.012250541,0.0026631611,-0.002130529,3
G,4542947291,-0.016777916,0.010918961,-0.011717909,3
G,4552947291,-0.00479369,0.013848438,-0.0029294773,3
M,6000276561,-1.9487305,20.386719,3.897461,3
M,6010276561,-2.5483398,18.887695,4.796875,3
A,6020276561,-0.25019407,-3.915717,-8.540117,3
A,6030276561,-0.272939,-4.2161894,-8.752005,3
G,4562947291,0.03834952,0.0015978967,0.0013315806,3
G,4572947291,0.025033714,-0.004261058,0.0063915867,3
A,6760276561,-0.2621651,-4.3167458,-8.76637,3
A,6770276561,-0.2765303,-4.296395,-8.831013,3
G,5302947291,-0.0037284256,0.0029294773,-0.004527374,3
G,5312947291,-0.00958738,0.0031957934,-0.004261058,3
M,6760276561,-1.9487305,21.13623,4.1972656,3
M,6770276561,-3.5976563,19.337402,4.1972656,3
A,6780276561,-0.25737667,-4.260482,-8.810662,3
A,6790276561,-0.24540567,-4.213795,-8.771158,3
G,6042947291,0.024501082,-0.0061252704,-0.0037284256,3
G,6052947291,0.02396845,-0.01304949,-0.0013315806,3
M,7500276561,-2.9980469,19.337402,4.1972656,3
M,7510276561,-2.0986328,19.78711,3.5976563,3
A,7520276561,-0.35314476,-4.4244847,-8.781932,3
A,7530276561,-0.34356794,-4.426879,-8.854955,3
G,6062947291,0.015978966,-0.01304949,-0.002396845,3
G,6072947291,0.008522116,-0.009321064,-0.00958738,3
A,8260276561,-0.2669535,-4.2185836,-8.767567,3
A,8270276561,-0.29807812,-4.237737,-8.805874,3
G,6802947291,-0.002396845,0.0031957934,-0.0029294773,3
G,6812947291,0.0018642128,2.663161E-4,-0.0039947415,3
M,8260276561,-3.1479492,19.78711,3.5976563,3
M,8270276561,0.44970703,19.637207,4.796875,3
A,8280276561,-0.30166942,-4.277241,-8.835801,3
A,8290276561,-0.2837129,-4.3059716,-8.790312,3
G,7542947291,0.014647386,-0.0018642128,-0.004527374,3
