91500990,0.014114754,-0.0055926386,-0.0029294773,3
91575834,0.0,0.0,0.0,3
101575834,0.0,0.0,0.0,3
111575834,0.0,0.0,0.0,3
121575834,0.08655274,-0.056459017,0.055127434,3
131575834,0.023169503,-0.011717909,0.004261058,3
141575834,0.012250541,-0.0039947415,-0.005060006,3
151575834,0.010120012,-0.0037284256,-0.0061252704,3
161575834,0.010652645,-0.0034621095,-0.007456851,3
171575834,0.010120012,-0.002396845,-0.007190535,3
181575834,0.009321064,-0.0013315806,-0.007190535,3
191575834,0.008522116,-0.002130529,-0.007456851,3
201575834,0.007989483,-0.0026631611,-0.0058589545,3
211575834,0.008255799,-0.0037284256,-0.0063915867,3
221575834,0.0077231675,-0.0031957934,-0.0058589545,3
231575834,0.0077231675,-0.004261058,-0.0053263223,3
241575834,0.006657903,-0.005060006,-0.004261058,3
251575834,0.0058589545,-0.004261058,-0.009054748,3
261575834,0.004527374,-0.0029294773,-0.0053263223,3
271575834,0.0039947415,-0.0015978967,-0.0061252704,3
281575834,0.0061252704,-0.0015978967,-0.0058589545,3
291575834,0.0061252704,-0.002130529,-0.0055926386,3
301575834,0.007456851,-0.0015978967,-0.00479369,3
311575834,0.008255799,-0.0010652645,-0.0063915867,3
321575834,0.008788432,2.663161E-4,-0.0055926386,3
331575834,0.007989483,0.0013315806,-0.0055926386,3
341575834,0.006924219,0.0010652645,-0.0061252704,3
351575834,0.0053263223,0.0013315806,-0.007456851,3
361575834,0.006924219,0.0015978967,-0.007456851,3
371575834,0.0058589545,-0.002130529,-0.007190535,3
381575834,0.008522116,-0.002130529,-0.0061252704,3
391575834,0.009321064,-0.0037284256,-0.0058589545,3
401575834,0.010652645,-0.0058589545,-0.006924219,3
411575834,0.010918961,-0.0063915867,-0.008522116,3
421575834,0.009054748,-0.0053263223,-0.007190535,3
431575834,0.009321064,-7.9894834E-4,-0.009321064,3
441575834,0.0061252704,5.326322E-4,-0.011717909,3
451575834,0.007456851,0.0015978967,-0.011717909,3
461575834,0.0053263223,0.0029294773,-0.012516857,3
471575834,0.0077231675,-0.0010652645,-0.010918961,3
481575834,0.0063915867,-0.0029294773,-0.007190535,3
491575834,0.0061252704,-0.007456851,-0.005060006,3
501575834,0.0063915867,-0.00958738,-0.0015978967,3
511575834,0.007989483,-0.010918961,-0.0015978967,3
521575834,0.011717909,-0.009853696,-0.002396845,3
531575834,0.0127831735,-0.006924219,-0.0018642128,3
541575834,0.011451593,-0.0053263223,-0.0037284256,3
551575834,0.007456851,-0.0029294773,-0.0037284256,3
561575834,0.0029294773,-0.002130529,-0.00479369,3
571575834,-0.0026631611,-0.002396845,-0.005060006,3
581575834,-0.0010652645,-2.663161E-4,-0.0061252704,3
591575834,-0.0010652645,0.0015978967,-0.004261058,3
601575834,-7.9894834E-4,0.0013315806,-0.0039947415,3
611575834,-0.0015978967,0.002130529,-0.0037284256,3
621575834,-0.0026631611,7.9894834E-4,-0.0031957934,3
631575834,-0.0013315806,5.326322E-4,-0.0039947415,3
641575834,-7.9894834E-4,-0.0010652645,-0.004527374,3
651575834,0.0018642128,-0.0026631611,-0.0026631611,3
661575834,0.0039947415,-0.0063915867,-0.0037284256,3
671575834,0.006657903,-0.0063915867,-2.663161E-4,3
681575834,0.006657903,-0.007190535,-0.0029294773,3
691575834,0.0061252704,-0.006924219,-0.0026631611,3
701575834,0.0077231675,-0.008522116,-0.002130529,3
711575834,0.0077231675,-0.007989483,-0.002396845,3
721575834,0.0058589545,-0.0061252704,-0.0013315806,3
731575834,0.005060006,-0.0039947415,-0.0015978967,3
741575834,5.326322E-4,-0.002130529,-0.0029294773,3
751575834,-0.0026631611,0.0015978967,-0.0013315806,3
761575834,-0.0037284256,0.0026631611,-0.00479369,3
771575834,-0.0037284256,0.002396845,-0.0053263223,3
781575834,-0.002130529,0.002130529,-0.00479369,3
791575834,-0.0013315806,0.0013315806,-0.0034621095,3
801575834,-5.326322E-4,0.0010652645,-0.0039947415,3
811575834,-0.0010652645,0.0013315806,-0.0055926386,3
821575834,-5.326322E-4,0.002130529,-0.00479369,3
831575834,0.0031957934,0.002396845,-0.0061252704,3
841575834,0.005060006,0.0031957934,-0.0063915867,3
851575834,0.0077231675,0.0010652645,-0.005060006,3
861575834,0.009321064,-2.663161E-4,-0.00479369,3
871575834,0.0063915867,2.663161E-4,-0.0013315806,3
881575834,7.9894834E-4,0.0,-0.0034621095,3
891575834,-0.005060006,0.002130529,-0.0037284256,3
901575834,-0.011717909,0.0037284256,-0.0055926386,3
911575834,-0.008255799,0.0039947415,-0.007456851,3
921575834,-0.002396845,0.002396845,-0.007190535,3
931575834,0.0037284256,0.0,-0.0034621095,3
941575834,0.011717909,-0.002130529,-0.0018642128,3
951575834,0.008255799,-0.0018642128,2.663161E-4,3
961575834,0.0015978967,-5.326322E-4,0.0010652645,3
971575834,-0.00479369,0.0018642128,-0.0039947415,3
981575834,-0.007456851,0.0029294773,-0.007456851,3
991575834,-0.0026631611,0.0015978967,-0.008255799,3
1001575834,0.0037284256,-0.0031957934,-0.004527374,3
1011575834,0.007190535,-0.0061252704,2.663161E-4,3
1021575834,0.0061252704,-0.006924219,7.9894834E-4,3
1031575834,-7.9894834E-4,-0.004261058,-5.326322E-4,3
1041575834,-0.009321064,5.326322E-4,-0.005060006,3
1051575834,-0.007456851,0.0031957934,-0.006924219,3
1061575834,-0.00479369,0.0034621095,-0.009054748,3
1071575834,0.0,0.0029294773,-0.004261058,3
1081575834,0.0058589545,0.0026631611,-0.0018642128,3
1091575834,0.002130529,7.9894834E-4,-0.0015978967,3
1101575834,-0.0063915867,0.0026631611,-0.002396845,3
1111575834,-0.011451593,0.0015978967,-0.006657903,3
1121575834,-0.0127831735,-7.9894834E-4,-0.0061252704,3
1131575834,-0.0061252704,-0.0026631611,-0.0058589545,3
1141575834,-5.326322E-4,-0.007190535,-0.0013315806,3
1151575834,0.0026631611,-0.006924219,0.002396845,3
1161575834,0.0055926386,-0.006924219,0.005060006,3
1171575834,-2.663161E-4,-0.00479369,0.005060006,3
1181575834,-0.0037284256,-0.002130529,0.0031957934,3
1191575834,-0.0037284256,0.0013315806,7.9894834E-4,3
1201575834,-0.00479369,0.0039947415,-0.0013315806,3
1211575834,-0.008788432,0.007456851,-7.9894834E-4,3
1221575834,-0.010652645,0.011984225,-0.002396845,3
1231575834,-0.01304949,0.013848438,-0.004527374,3
1241575834,-0.013582122,0.013315806,-0.008255799,3
1251575834,-0.012516857,0.013582122,-0.009853696,3
1261575834,-0.011185277,0.013848438,-0.0058589545,3
1271575834,-0.004261058,0.013315806,-0.008255799,3
1281575834,7.9894834E-4,0.012516857,-0.0077231675,3
1291575834,0.007190535,0.011984225,-0.010918961,3
1301575834,0.009853696,0.010120012,-0.01304949,3
1311575834,0.012250541,0.008255799,-0.011185277,3
1321575834,0.013315806,0.004261058,-0.008788432,3
1331575834,0.013582122,0.0031957934,-0.0063915867,3
1341575834,0.007190535,0.00479369,-0.00479369,3
1351575834,0.0026631611,0.0055926386,-0.009321064,3
