G,0,0.0010652645,-0.0010652645,5.326322E-4,3
G,1064322,0.0,0.0,0.0,3
G,11064322,0.0,0.0,0.0,3
G,21064322,0.0,0.0,0.0,3
G,31064322,0.055127434,-0.04261058,0.03222425,3
G,41064322,0.02130529,-0.0053263223,0.0055926386,3
G,51064322,0.0037284256,0.0037284256,-0.002130529,3
G,61064322,-0.00479369,2.663161E-4,-7.9894834E-4,3
G,71064322,-0.0077231675,-7.9894834E-4,-0.0015978967,3
G,81064322,-0.014913702,0.0,-0.0015978967,3
G,91064322,-0.00958738,0.0018642128,-0.0018642128,3
G,101064322,-0.004527374,0.0037284256,-0.0015978967,3
G,111064322,-0.002396845,7.9894834E-4,-0.0013315806,3
G,121064322,0.0031957934,-0.002130529,-5.326322E-4,3
G,131064322,0.011185277,-0.002130529,-0.0018642128,3
G,141064322,0.015446335,-0.0013315806,-0.0010652645,3
G,311064322,0.011185277,0.0015978967,-0.0015978967,3
G,321064322,0.00958738,0.002396845,-5.326322E-4,3
G,331064322,0.013582122,0.00479369,-0.0029294773,3
G,341064322,0.013848438,0.0029294773,-0.0018642128,3
G,1071064322,0.011717909,0.0010652645,-0.0013315806,3
G,1081064322,-0.0018642128,-0.0015978967,-2.663161E-4,3
G,1091064322,-0.009321064,-0.004527374,-5.326322E-4,3
G,1101064322,-0.007989483,-0.004261058,-0.0010652645,3
G,3000350571,0.01784318,0.007190535,-0.004261058,3
G,3010350571,0.007456851,0.0018642128,-0.0053263223,3
M,3010350571,-4.796875,14.69043,10.493164,3
M,3020350571,-2.9980469,16.339355,9.443848,3
G,3020350571,-0.0010652645,0.0010652645,-0.007456851,3
G,3030350571,-0.0055926386,-0.0026631611,-0.00958738,3
M,3750350571,-5.246582,14.390625,10.193359,3
M,3760350571,-4.4970703,15.889648,11.092773,3
G,3760350571,2.663161E-4,-0.0039947415,0.0026631611,3
G,3770350571,-0.002396845,-0.0029294773,-0.0013315806,3
M,3770350571,-4.347168,14.990234,9.893555,3
M,3780350571,-4.9467773,15.140137,9.443848,3
G,4500350571,0.007456851,0.0010652645,-0.006924219,3
G,4510350571,0.0055926386,-7.9894834E-4,-0.00958738,3
M,4510350571,-5.246582,15.889648,10.193359,3
M,4520350571,-4.9467773,16.189453,10.343262,3
G,4520350571,0.009321064,-0.0010652645,-0.0077231675,3
G,4530350571,0.017044231,0.0031957934,-0.0077231675,3
M,4530350571,-5.0966797,14.69043,10.493164,3
M,4540350571,-4.796875,15.739746,10.493164,3
M,6006078174,-4.347168,16.03955,10.043457,3
M,6016078174,-5.246582,14.840332,10.193359,3
A,6766078174,0.23822308,1.3431472,-9.830592,3
A,6776078174,0.25378537,1.3826514,-9.976639,3
M,6766078174,-4.347168,13.940918,9.443848,3
M,6776078174,-4.9467773,15.140137,10.193359,3
G,4570350571,0.045007423,-0.01438107,0.013848438,3
G,4580350571,0.03169162,-0.008255799,0.010386328,3
M,7506078174,-3.897461,15.589844,9.743652,3
M,7516078174,-5.0966797,16.03955,10.493164,3
