A,0,-0.60214174,-3.8630445,-9.011775,3
A,69323,-1.2090719,-3.7253778,-7.764396,3
A,10069323,-1.1408371,-4.3358994,-8.623915,3
A,20069323,-0.94810385,-4.0880995,-8.597578,3
A,30069323,-0.79008657,-4.295198,-8.625112,3
A,40069323,-0.7553706,-4.602853,-8.500613,3
A,50069323,-0.7422025,-4.8243165,-8.433576,3
A,60069323,-0.7781156,-5.1942205,-8.422802,3
A,70069323,-0.6943185,-5.0158525,-8.579621,3
A,80069323,-0.4177882,-4.9883194,-8.693346,3
A,90069323,-0.29807812,-4.8961425,-8.731653,3
A,100069323,-0.44891283,-4.745308,-8.634688,3
A,110069323,-0.59855044,-4.735731,-8.485051,3
A,120069323,-0.6811504,-4.847061,-8.475474,3
A,130069323,-0.62009823,-4.7141833,-8.404845,3
A,140069323,-0.5315128,-4.584896,-8.426393,3
A,310069323,-0.47524905,-4.1180267,-9.046491,3
A,320069323,-0.5410896,-3.8391025,-9.179369,3
A,330069323,-0.5363012,-3.7565024,-9.124303,3
A,340069323,-0.35434186,-3.8953662,-8.938752,3
A,1070069323,-1.0654198,-4.3059716,-8.690952,3
A,1080069323,-1.151611,-4.663905,-8.60117,3
A,1090069323,-1.1025299,-4.3861775,-8.626308,3
A,1100069323,-1.0199299,-4.560954,-8.6095495,3
A,1110069323,-1.1013328,-4.656722,-8.604761,3
A,1120069323,-1.1611878,-4.572925,-8.649054,3
A,1130069323,-1.1611878,-4.5154643,-8.822633,3
A,1140069323,-1.0055647,-4.3634324,-8.844181,3
A,3002467134,-0.521936,-4.027047,-8.804677,3
A,3012467134,-0.5434838,-3.940856,-8.866926,3
M,3002467134,-0.14990234,19.937012,3.7475586,3
M,3012467134,0.44970703,21.436035,3.447754,3
A,3022467134,-0.5470751,-3.870227,-8.899248,3
A,3032467134,-0.5255273,-3.8750155,-8.880095,3
A,3762467134,-0.49679685,-4.134786,-8.851364,3
A,3772467134,-0.51595044,-4.1742907,-8.813056,3
M,3762467134,0.7495117,19.637207,2.6982422,3
M,3772467134,0.44970703,18.138184,3.2978516,3
A,3782467134,-0.5255273,-4.095282,-8.771158,3
A,3792467134,-0.49919105,-4.060566,-8.789114,3
M,3782467134,0.2998047,20.236816,3.5976563,3
M,3792467134,0.44970703,21.13623,3.2978516,3
